"##Downloaded July 9, 2015 from http://hgdownload.soe.ucsc.edu/goldenPath/hg19/database/ "								
#Name	Transcript	Chromosome	Transcription_Start	Transcription_End	Alpha	Beta	Gamma	Delta
ANKEF1	NM_198798	chr20	10015646	10037410	1000	1000	10882	10881
ANKEF1	NM_001303472	chr20	10015646	10037410	1000	1000	10882	10881
ANKEF1	NM_022096	chr20	10015646	10037410	1000	1000	10882	10881
SNAP25	NM_130811	chr20	10199476	10288066	1000	1000	44295	44294
SNAP25	NM_003081	chr20	10199476	10288066	1000	1000	44295	44294
MKKS	NM_170784	chr20	10385427	10414887	1000	1000	14730	14729
MKKS	NM_018848	chr20	10385427	10412573	1000	1000	13573	13572
MKKS	NR_072977	chr20	10385427	10414887	1000	1000	14730	14729
SLX4IP	NM_001009608	chr20	10415950	10604027	1000	1000	94038	94038
JAG1	NM_000214	chr20	10618331	10654694	1000	1000	18181	18181
MIR6870	NR_106930	chr20	10630283	10630343	1000	1000	30	29
LOC101929395	NR_110611	chr20	10733737	10734675	1000	1000	469	468
LOC101929413	NR_109866	chr20	10855980	10889920	1000	1000	16970	16969
LOC339593	NR_038972	chr20	11247306	11254031	1000	1000	3362	3362
LINC00687	NR_110635	chr20	11790634	11851363	1000	1000	30364	30364
BTBD3	NM_181443	chr20	11871370	11907243	1000	1000	17936	17936
BTBD3	NM_001282552	chr20	11871370	11907243	1000	1000	17936	17936
BTBD3	NM_001282550	chr20	11873140	11907243	1000	1000	17051	17051
BTBD3	NM_014962	chr20	11898512	11907243	1000	1000	4365	4365
BTBD3	NM_001282554	chr20	11898512	11907243	1000	1000	4365	4365
BTBD3	NM_001282551	chr20	11898512	11907243	1000	1000	4365	4365
LOC101929486	NR_109868	chr20	12845851	12933167	1000	1000	43658	43657
LOC102606466	NR_109872	chr20	12915525	12917611	1000	1000	1043	1042
LOC100505515	NR_109870	chr20	12930987	12932275	1000	1000	644	643
SPTLC3	NM_018327	chr20	12989626	13147411	1000	1000	78892	78892
ISM1	NM_080826	chr20	13202417	13281297	1000	1000	39440	39439
ISM1-AS1	NR_040043	chr20	13218066	13220334	1000	1000	1134	1133
TASP1	NM_017714	chr20	13370035	13619583	1000	1000	124774	124773
ESF1	NM_016649	chr20	13694968	13765532	1000	1000	35282	35281
ESF1	NM_001276380	chr20	13694968	13765579	1000	1000	35305	35305
NDUFAF5	NM_001039375	chr20	13765671	13799067	1000	1000	16698	16697
NDUFAF5	NR_029377	chr20	13765671	13799067	1000	1000	16698	16697
NDUFAF5	NM_024120	chr20	13765671	13799067	1000	1000	16698	16697
SEL1L2	NR_073207	chr20	13830043	13975979	1000	1000	72968	72967
SEL1L2	NR_073206	chr20	13830043	13971265	1000	1000	70611	70610
SEL1L2	NM_001271539	chr20	13830043	13971265	1000	1000	70611	70610
MACROD2	NM_080676	chr20	13976145	16033841	1000	1000	1028848	1028847
FLRT3	NM_198391	chr20	14304638	14318313	1000	1000	6837	6837
FLRT3	NM_013281	chr20	14304638	14318313	1000	1000	6837	6837
MACROD2-IT1	NR_104193	chr20	14535029	14609554	1000	1000	37262	37262
MACROD2-AS1	NR_037841	chr20	14864898	14910164	1000	1000	22633	22632
MACROD2-AS1	NR_110318	chr20	14864898	14910164	1000	1000	22633	22632
MACROD2-AS1	NR_072988	chr20	14885586	14910164	1000	1000	12289	12288
MACROD2	NM_001033087	chr20	15177503	16033841	1000	1000	428169	428168
LOC613266	NR_130925	chr20	15872978	15903959	1000	1000	15490	15490
LOC613266	NR_130924	chr20	15872978	15966527	1000	1000	46774	46774
KIF16B	NM_001199865	chr20	16252748	16554079	1000	1000	150665	150665
KIF16B	NM_024704	chr20	16252748	16554079	1000	1000	150665	150665
KIF16B	NM_001199866	chr20	16347487	16554079	1000	1000	103296	103295
SNRPB2	NM_003092	chr20	16710608	16722417	1000	1000	5904	5904
SNRPB2	NM_198220	chr20	16710608	16722417	1000	1000	5904	5904
OTOR	NM_020157	chr20	16728997	16732809	1000	1000	1906	1905
PCSK2	NM_001201528	chr20	17206751	17465222	1000	1000	129235	129235
PCSK2	NM_001201529	chr20	17207596	17465222	1000	1000	128813	128812
PCSK2	NM_002594	chr20	17207596	17465222	1000	1000	128813	128812
BFSP1	NM_001161705	chr20	17474549	17539605	1000	1000	32528	32527
BFSP1	NM_001278608	chr20	17474549	17549865	1000	1000	37658	37657
BFSP1	NM_001278607	chr20	17474549	17539605	1000	1000	32528	32527
BFSP1	NM_001278606	chr20	17474549	17539605	1000	1000	32528	32527
BFSP1	NM_001195	chr20	17474549	17512014	1000	1000	18732	18732
DSTN	NM_001011546	chr20	17550598	17588652	1000	1000	19027	19026
DSTN	NM_006870	chr20	17550598	17588652	1000	1000	19027	19026
RRBP1	NM_004587	chr20	17594322	17662928	1000	1000	34303	34302
RRBP1	NM_001042576	chr20	17594322	17662928	1000	1000	34303	34302
BANF2	NM_001159495	chr20	17674319	17716517	1000	1000	21099	21098
BANF2	NM_178477	chr20	17680592	17716517	1000	1000	17962	17962
BANF2	NM_001014977	chr20	17680592	17716517	1000	1000	17962	17962
SNX5	NM_152227	chr20	17922239	17949634	1000	1000	21061	5984
SNX5	NM_014426	chr20	17922239	17949437	1000	1000	21061	5787
SNX5	NM_001282454	chr20	17922239	17949634	1000	1000	21061	5984
SNORD17	NR_003045	chr20	17943352	17943589	200	200	118	118
MGME1	NM_052865	chr20	17949761	17971762	1000	1000	11000	11000
OVOL2	NM_001303462	chr20	18004795	18039832	1000	1000	17518	17518
OVOL2	NM_001303461	chr20	18004795	18039832	1000	1000	17518	17518
OVOL2	NM_021220	chr20	18004795	18038526	1000	1000	16865	16865
PET117	NM_001164811	chr20	18118498	18123812	1000	70	2657	2656
CSRP2BP	NM_020536	chr20	18122867	18169031	70	11000	23082	23081
CSRP2BP	NR_028402	chr20	18125742	18169031	1750	11000	21644	21644
ZNF133	NM_001282999	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001282998	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001282997	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001282996	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001282995	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001083330	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_003434	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283008	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283007	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283006	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283005	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283004	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283003	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283002	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283001	chr20	18268926	18297640	1000	1000	14357	14356
ZNF133	NM_001283000	chr20	18268926	18297640	1000	1000	14357	14356
LINC00851	NR_034167	chr20	18359692	18362127	1000	1000	1217	1217
DZANK1	NM_001099407	chr20	18364010	18447829	1000	1000	41909	41909
POLR3F	NM_001282526	chr20	18448032	18465292	1000	1000	8630	8629
POLR3F	NM_006466	chr20	18448032	18465292	1000	1000	8630	8629
POLR3F	NR_104209	chr20	18448032	18465292	1000	1000	8630	8629
MIR3192	NR_036160	chr20	18451258	18451335	1000	1000	38	38
RBBP9	NM_006606	chr20	18467187	18477887	1000	1000	5350	5349
SEC23B	NM_032985	chr20	18488187	18542050	1000	1000	26931	26931
SEC23B	NM_032986	chr20	18488187	18542050	1000	1000	26931	26931
SEC23B	NM_006363	chr20	18488187	18542050	1000	1000	26931	26931
SEC23B	NM_001172746	chr20	18488209	18542059	1000	1000	26925	26924
SEC23B	NM_001172745	chr20	18488606	18542059	1000	1000	26726	26726
LINC00493	NR_015432	chr20	18548072	18550203	1000	1000	1065	1065
DTD1	NM_080820	chr20	18568555	18744560	1000	1000	88002	88002
LOC101929526	NR_109955	chr20	18655038	18679352	1000	1000	12157	12156
LINC00652	NR_026884	chr20	18768614	18774626	1000	1000	3006	3005
LINC00652	NR_026883	chr20	18768614	18775228	1000	1000	3307	3306
LOC100270804	NR_026885	chr20	18774692	18776709	1000	1000	1008	1008
C20orf78	NM_001242671	chr20	18789994	18810847	1000	1000	10426	10426
C20orf78	NM_001302818	chr20	18789994	18810847	1000	1000	10426	10426
SCP2D1	NM_178483	chr20	18794369	18795035	1000	1000	333	332
SLC24A3	NM_020689	chr20	19193289	19703541	1000	1000	255126	255125
LOC100130264	NR_024564	chr20	19222945	19265240	1000	1000	21147	21147
RIN2	NM_001242581	chr20	19867164	19983103	1000	1000	57969	57969
RIN2	NM_018993	chr20	19870209	19983103	1000	1000	56447	56446
NAA20	NM_181528	chr20	19997933	20014273	1000	1000	8170	8169
NAA20	NM_016100	chr20	19997933	20014273	1000	1000	8170	8169
NAA20	NM_181527	chr20	19998438	20014273	1000	1000	7917	7917
CRNKL1	NM_001278628	chr20	20015004	20033136	1000	1000	9066	9065
CRNKL1	NM_001278627	chr20	20015004	20036690	1000	1000	10843	10842
CRNKL1	NM_001278626	chr20	20015004	20036690	1000	1000	10843	10842
CRNKL1	NM_016652	chr20	20015004	20036690	1000	1000	10843	10842
CRNKL1	NM_001278625	chr20	20015004	20036690	1000	1000	10843	10842
CFAP61	NM_015585	chr20	20033157	20341346	1000	1000	154094	154094
CFAP61	NM_001167816	chr20	20037289	20152977	1000	1000	57844	57843
INSM1	NM_002196	chr20	20348764	20351592	1000	1000	1414	1413
RALGAPA2	NM_020343	chr20	20370271	20693266	1000	1000	161497	161497
KIZ	NM_001276389	chr20	21106623	21227258	1000	1000	60317	60317
KIZ	NM_018474	chr20	21106623	21227258	1000	1000	60317	60317
KIZ	NM_001163022	chr20	21106623	21227258	1000	1000	60317	60317
KIZ	NM_001163023	chr20	21106623	21227258	1000	1000	60317	60317
KIZ-AS1	NR_109956	chr20	21175043	21198927	1000	1000	11942	11941
XRN2	NM_012255	chr20	21283941	21370463	1000	1000	43261	43260
NKX2-4	NM_033176	chr20	21376004	21378047	1000	1000	1021	1021
NKX2-2	NM_002509	chr20	21491659	21494664	1000	1000	1502	1502
LOC101929625	NR_109880	chr20	21550661	21596360	1000	1000	22849	22849
LOC101929608	NR_109878	chr20	21591424	21684223	1000	1000	46399	46399
PAX1	NM_006192	chr20	21686296	21699124	1000	1000	6414	6413
PAX1	NM_001257096	chr20	21686296	21699124	1000	1000	6414	6413
LINC01432	NR_038394	chr20	22034727	22055292	1000	1000	10282	10282
LINC01427	NR_110615	chr20	22260865	22263439	1000	1000	1287	1286
LOC284788	NR_027090	chr20	22380970	22401281	1000	1000	10155	10155
LOC284788	NR_027089	chr20	22380988	22401281	1000	1000	10146	10146
LINC00261	NR_001558	chr20	22541191	22559280	1000	1000	9044	9044
FOXA2	NM_021784	chr20	22561641	22565101	1000	1000	1730	1729
FOXA2	NM_153675	chr20	22561641	22566101	1000	1000	2230	2229
LINC01384	NR_109883	chr20	22568159	22588155	1000	1000	9998	9997
SSTR4	NM_001052	chr20	23016056	23017314	1000	1000	629	628
THBD	NM_000361	chr20	23026269	23030301	1000	1000	2016	2015
CD93	NM_012072	chr20	23059992	23066977	1000	1000	3492	3492
LINC00656	NR_034149	chr20	23105704	23113273	1000	1000	3784	3784
NXT1	NM_013248	chr20	23331372	23335408	1000	1000	2018	2017
LINC01431	NR_109884	chr20	23337230	23338764	1000	1000	767	766
GZF1	NM_022482	chr20	23345020	23353683	1000	1000	4331	4331
NAPB	NM_001283026	chr20	23355155	23402156	1000	1000	23500	23500
NAPB	NM_001283020	chr20	23355155	23402156	1000	1000	23500	23500
NAPB	NM_001283018	chr20	23355155	23402156	1000	1000	23500	23500
NAPB	NM_022080	chr20	23355155	23402156	1000	1000	23500	23500
NAPB	NR_104266	chr20	23355155	23402156	1000	1000	23500	23500
CSTL1	NM_138283	chr20	23420321	23425567	1000	1000	2623	2622
CST11	NM_130794	chr20	23431040	23433482	1000	1000	1221	1220
CST11	NM_080830	chr20	23431040	23433482	1000	1000	1221	1220
CST8	NM_005492	chr20	23471737	23476655	1000	1000	2459	2458
CST8	NM_001281730	chr20	23471737	23476655	1000	1000	2459	2458
CST13P	NR_001279	chr20	23499782	23522655	1000	1000	11436	11436
CST9L	NM_080610	chr20	23545369	23549386	1000	1000	2008	2008
CST9	NM_001008693	chr20	23583046	23586610	1000	1000	1782	1781
CST3	NM_001288614	chr20	23608533	23618685	1000	1000	5076	5075
CST3	NM_000099	chr20	23614293	23618685	1000	1000	2196	2195
CST4	NM_001899	chr20	23666276	23669662	1000	1000	1693	1692
CST1	NM_001898	chr20	23728189	23731574	1000	1000	1692	1692
CST2	NM_001322	chr20	23804403	23807312	1000	1000	1454	1454
CST5	NM_001900	chr20	23856571	23860380	1000	1000	1904	1904
GGTLC1	NM_178312	chr20	23965689	23967512	1000	1000	911	911
GGTLC1	NM_178311	chr20	23965689	23969416	1000	1000	1863	1863
FLJ33581	NR_040102	chr20	24180402	24205224	1000	1000	12411	12410
SYNDIG1	NM_024893	chr20	24449834	24647253	1000	1000	98709	98709
CST7	NM_003650	chr20	24929865	24940564	1000	1000	5349	5349
APMAP	NM_020531	chr20	24943579	24973425	1000	1000	14923	14922
ACSS1	NM_032501	chr20	24986865	25038818	1000	1000	25976	25976
ACSS1	NM_001252677	chr20	24986865	25038818	1000	1000	25976	25976
ACSS1	NM_001252675	chr20	24986865	25038818	1000	1000	25976	25976
ACSS1	NM_001252676	chr20	24986865	25013342	1000	1000	13238	13238
VSX1	NR_045951	chr20	25051520	25063015	1000	1000	5747	5747
VSX1	NR_045948	chr20	25051520	25063015	1000	1000	5747	5747
VSX1	NM_001256272	chr20	25051520	25063015	1000	1000	5747	5747
VSX1	NM_001256271	chr20	25051520	25063015	1000	1000	5747	5747
VSX1	NM_014588	chr20	25056071	25063015	1000	1000	3472	3471
VSX1	NM_199425	chr20	25059178	25063015	1000	1000	1918	1918
LOC284798	NR_027093	chr20	25121433	25128629	1000	1000	3598	3597
LOC284798	NR_027092	chr20	25121433	25129361	1000	1000	3964	3963
LOC284798	NR_027091	chr20	25121433	25129426	1000	1000	3996	3996
LOC101926889	NR_109994	chr20	25165307	25177528	1000	1000	6110	6110
ENTPD6	NM_001114089	chr20	25176338	25207360	1000	1000	15511	15510
ENTPD6	NM_001247	chr20	25176338	25207360	1000	1000	15511	15510
PYGB	NM_002862	chr20	25228705	25278648	1000	1000	24971	24971
ABHD12	NM_015600	chr20	25275378	25371618	1000	1000	48120	48119
ABHD12	NM_001042472	chr20	25280833	25371618	1000	1000	45392	45392
GINS1	NM_021067	chr20	25388322	25429191	1000	1000	20434	20434
NINL	NM_025176	chr20	25433337	25566153	1000	1000	66408	66407
NANP	NM_152667	chr20	25593572	25604648	1000	1000	5538	5537
ZNF337-AS1	NR_126465	chr20	25604680	25658708	1000	1000	27014	27013
ZNF337-AS1	NR_126466	chr20	25604680	25655714	1000	1000	25517	25516
ZNF337-AS1	NR_126467	chr20	25604860	25650980	1000	1000	23060	23059
ZNF337	NM_015655	chr20	25653830	25677540	1000	1000	11855	11854
ZNF337	NM_001290261	chr20	25653830	25667575	1000	1000	6872	6872
FAM182B	NR_027061	chr20	25744101	25776878	1000	1000	16388	16388
FAM182B	NR_026714	chr20	25750233	25781927	1000	1000	15847	15846
LOC101926935	NR_110001	chr20	25825302	25834657	1000	1000	4677	4677
LOC101926955	NR_110003	chr20	25936447	25949924	1000	1000	6738	6738
LOC100134868	NR_004846	chr20	25990434	26002430	1000	1000	5998	5997
FAM182A	NR_026713	chr20	26035249	26067553	1000	1000	16152	16151
NCOR1P1	NR_003678	chr20	26084051	26094677	1000	1000	5313	5312
MIR663AHG	NR_040095	chr20	26167654	26189869	1000	1000	11107	11107
MIR663A	NR_030386	chr20	26188821	26188914	1000	1000	46	46
FRG1B	NR_003579	chr20	29611878	29634007	1000	1000	11064	11064
MLLT10P1	NR_045115	chr20	29637583	29638138	1000	1000	277	277
DEFB115	NM_001037730	chr20	29845466	29847435	1000	1000	984	984
DEFB116	NM_001037731	chr20	29891014	29896388	1000	1000	2687	2686
DEFB118	NM_054112	chr20	29956420	29961705	1000	1000	2642	2642
DEFB119	NM_153289	chr20	29964965	29978452	1000	1000	6743	6743
DEFB119	NR_073153	chr20	29964965	29978452	1000	1000	6743	6743
DEFB119	NR_073152	chr20	29964965	29978452	1000	1000	6743	6743
DEFB119	NR_073151	chr20	29964965	29978452	1000	1000	6743	6743
DEFB119	NR_126440	chr20	29964965	29978452	1000	1000	6743	6743
DEFB119	NM_153323	chr20	29976770	29978452	1000	1000	841	840
DEFB119	NM_001271209	chr20	29976770	29978452	1000	1000	841	840
DEFB121	NM_001171832	chr20	29992647	30000641	1000	1000	3997	3996
DEFB121	NM_001011878	chr20	29992647	29994069	1000	1000	711	710
DEFB122	NR_045677	chr20	30009241	30016983	1000	1000	3871	3870
DEFB123	NM_153324	chr20	30028321	30038060	1000	1000	4869	4869
DEFB123	NR_126450	chr20	30028321	30038060	1000	1000	4869	4869
DEFB124	NM_001037500	chr20	30053308	30060816	1000	1000	3754	3753
REM1	NM_014012	chr20	30063090	30072708	1000	1000	4809	4808
LINC00028	NR_024358	chr20	30073580	30075377	1000	1000	898	898
HM13	NM_030789	chr20	30102212	30157370	1000	1000	27579	27578
HM13	NM_178582	chr20	30102212	30127726	1000	1000	12757	12756
HM13	NM_178581	chr20	30102212	30157370	1000	1000	27579	27578
HM13	NM_178580	chr20	30102212	30157370	1000	1000	27579	27578
MCTS2P	NR_003677	chr20	30135184	30136019	1000	1000	417	417
HM13-AS1	NR_046853	chr20	30155509	30161066	1000	1000	2778	2778
ID1	NM_181353	chr20	30193085	30194317	1000	1000	616	615
ID1	NM_002165	chr20	30193085	30194317	1000	1000	616	615
MIR3193	NR_036161	chr20	30194988	30195043	1000	1000	27	27
COX4I2	NM_032609	chr20	30225690	30232800	1000	1000	3555	3554
BCL2L1	NM_001191	chr20	30252260	30310656	1000	1000	29198	29197
BCL2L1	NM_138578	chr20	30252260	30310656	1000	1000	29198	29197
ABALON	NR_131907	chr20	30309309	30311212	1000	1000	951	951
TPX2	NM_012112	chr20	30326903	30389603	1000	1000	31350	31349
MYLK2	NM_033118	chr20	30407177	30422500	1000	1000	7661	7661
FOXS1	NM_004118	chr20	30432102	30433420	1000	1000	659	658
DUSP15	NM_080611	chr20	30448869	30458479	1000	1000	4805	4804
DUSP15	NM_177991	chr20	30448869	30458011	1000	1000	4571	4570
DUSP15	NM_001012644	chr20	30448869	30457801	1000	1000	4466	4465
TTLL9	NM_001008409	chr20	30458504	30530858	1000	1000	36177	36176
PDRG1	NM_030815	chr20	30532757	30539883	1000	1000	3563	3562
XKR7	NM_001011718	chr20	30555804	30586256	1000	1000	15226	15225
MIR7641-2	NR_106988	chr20	30596189	30596239	1000	1000	25	24
CCM2L	NM_080625	chr20	30598244	30619984	1000	1000	10870	10869
HCK	NM_001172132	chr20	30639990	30689657	1000	1000	24833	24833
HCK	NM_001172131	chr20	30639990	30689657	1000	1000	24833	24833
HCK	NM_001172130	chr20	30639990	30689657	1000	1000	24833	24833
HCK	NM_001172129	chr20	30639990	30689657	1000	1000	24833	24833
HCK	NM_002110	chr20	30639990	30689657	1000	1000	24833	24833
HCK	NM_001172133	chr20	30639990	30689657	1000	1000	24833	24833
TM9SF4	NM_014742	chr20	30697308	30755061	1000	1000	28876	28876
TSPY26P	NR_002781	chr20	30776948	30778163	1000	1000	607	607
PLAGL2	NM_002657	chr20	30780306	30795546	1000	1000	7620	7619
POFUT1	NM_015352	chr20	30795695	30826467	1000	1000	15386	15385
POFUT1	NM_172236	chr20	30795695	30805726	1000	1000	5015	5015
MIR1825	NR_031726	chr20	30825597	30825650	1000	1000	26	26
KIF3B	NM_004798	chr20	30865453	30922811	1000	1000	28679	28678
ASXL1	NM_001164603	chr20	30946146	30960352	1000	1000	7103	7102
ASXL1	NM_015338	chr20	30946146	31027122	1000	1000	40488	40487
NOL4L	NM_080616	chr20	31030861	31071385	1000	1000	20262	20261
NOL4L	NM_001256798	chr20	31030861	31172875	1000	1000	71007	71006
LOC101929698	NR_110619	chr20	31097761	31108088	1000	1000	5163	5163
LOC149950	NR_034152	chr20	31175280	31196694	1000	1000	10707	10706
C20orf203	NM_182584	chr20	31219426	31239783	1000	1000	10178	10178
COMMD7	NM_053041	chr20	31290492	31331814	1000	1000	20661	20660
COMMD7	NM_001099339	chr20	31290492	31331814	1000	1000	20661	20660
DNMT3B	NM_006892	chr20	31350190	31397162	1000	1000	23486	23485
DNMT3B	NM_001207055	chr20	31350190	31397162	1000	1000	23486	23485
DNMT3B	NM_175849	chr20	31350190	31397162	1000	1000	23486	23485
DNMT3B	NM_175848	chr20	31350190	31397162	1000	1000	23486	23485
DNMT3B	NM_001207056	chr20	31350190	31397162	1000	1000	23486	23485
DNMT3B	NM_175850	chr20	31367657	31397162	1000	1000	14752	14752
MAPRE1	NM_012325	chr20	31407698	31438211	1000	1000	15256	15256
SUN5	NM_080675	chr20	31571580	31592239	1000	1000	10329	10329
BPIFB2	NM_025227	chr20	31595383	31611515	1000	1000	8066	8065
BPIFB6	NM_174897	chr20	31619453	31631853	1000	1000	6200	6199
BPIFB3	NM_182658	chr20	31643136	31661443	1000	1000	9153	9153
BPIFB4	NM_182519	chr20	31669317	31699557	1000	1000	15120	15119
BPIFA2	NM_080574	chr20	31755959	31769223	1000	1000	6632	6631
BPIFA4P	NR_026760	chr20	31781410	31798268	1000	1000	8429	8428
BPIFA3	NM_178466	chr20	31805115	31815612	1000	1000	5248	5248
BPIFA3	NM_001042439	chr20	31805115	31815612	1000	1000	5248	5248
BPIFA1	NM_016583	chr20	31823801	31831115	1000	1000	3657	3656
BPIFA1	NM_130852	chr20	31823801	31831115	1000	1000	3657	3656
BPIFA1	NM_001243193	chr20	31823801	31831115	1000	1000	3657	3656
BPIFB1	NM_033197	chr20	31870940	31897684	1000	1000	13372	13371
CDK5RAP1	NM_001278169	chr20	31946644	31989375	1000	1000	21365	21365
CDK5RAP1	NM_001278168	chr20	31946644	31989375	1000	1000	21365	21365
CDK5RAP1	NM_001278167	chr20	31946644	31989375	1000	1000	21365	21365
CDK5RAP1	NM_016082	chr20	31946644	31989375	1000	1000	21365	21365
CDK5RAP1	NM_016408	chr20	31946644	31989375	1000	1000	21365	21365
SNTA1	NM_003098	chr20	31995762	32031698	1000	1000	17968	17967
CBFA2T2	NM_001032999	chr20	32077927	32237837	1000	1000	79955	79954
CBFA2T2	NM_005093	chr20	32150170	32237837	1000	1000	43833	43833
CBFA2T2	NM_001039709	chr20	32150170	32237837	1000	1000	43833	43833
NECAB3	NM_031231	chr20	32244892	32262264	1000	1000	8686	8685
NECAB3	NM_031232	chr20	32244892	32262264	1000	1000	8686	8685
C20orf144	NM_080825	chr20	32250091	32251721	1000	1000	815	814
ACTL10	NM_001024675	chr20	32254303	32256331	1000	1000	1014	1013
E2F1	NM_005225	chr20	32263291	32274210	1000	1000	5459	5459
PXMP4	NM_007238	chr20	32290549	32308136	1000	1000	8793	8793
PXMP4	NM_183397	chr20	32290549	32308136	1000	1000	8793	8793
ZNF341	NM_001282935	chr20	32319565	32380075	1000	1000	30255	30254
ZNF341	NM_032819	chr20	32319565	32380075	1000	1000	30255	30254
ZNF341	NM_001282933	chr20	32319565	32380075	1000	1000	30255	30254
ZNF341	NR_104259	chr20	32319565	32380075	1000	1000	30255	30254
ZNF341-AS1	NR_110623	chr20	32375178	32398905	1000	1000	11863	11863
CHMP4B	NM_176812	chr20	32399109	32442173	1000	1000	21532	21531
RALY-AS1	NR_109886	chr20	32580293	32582173	1000	1000	940	939
RALY-AS1	NR_109885	chr20	32580293	32582173	1000	1000	940	939
RALY	NM_007367	chr20	32581457	32670991	1000	1000	44767	44766
RALY	NM_016732	chr20	32581457	32670991	1000	1000	44767	44766
MIR4755	NR_039911	chr20	32636924	32636996	1000	1000	36	35
EIF2S2	NM_003908	chr20	32676114	32700085	1000	1000	11985	11985
ASIP	NM_001672	chr20	32848170	32857148	1000	1000	4489	4488
AHCY	NM_000687	chr20	32868070	32891215	1000	1000	11572	11572
AHCY	NM_001161766	chr20	32868070	32899608	1000	1000	15769	15768
ITCH	NM_001257138	chr20	32951040	33099198	1000	1000	74079	74078
ITCH	NM_001257137	chr20	32951040	33099198	1000	1000	74079	74078
ITCH	NM_031483	chr20	32951040	33099198	1000	1000	74079	74078
MIR644A	NR_030374	chr20	33054129	33054223	1000	1000	47	46
DYNLRB1	NM_014183	chr20	33104188	33128762	1000	1000	12287	12286
DYNLRB1	NR_104032	chr20	33104188	33128762	1000	1000	12287	12286
DYNLRB1	NM_177953	chr20	33104188	33128762	1000	1000	12287	12286
DYNLRB1	NM_001281729	chr20	33104188	33128762	1000	1000	12287	12286
DYNLRB1	NM_001281728	chr20	33104188	33128762	1000	1000	12287	12286
DYNLRB1	NM_001281727	chr20	33104188	33128762	1000	1000	12287	12286
MAP1LC3A	NM_181509	chr20	33134687	33148149	1000	1000	6731	6730
MAP1LC3A	NM_032514	chr20	33146500	33148149	1000	1000	824	824
PIGU	NM_080476	chr20	33148345	33265089	1000	1000	58372	58371
TP53INP2	NM_021202	chr20	33292147	33301237	1000	1000	4545	4544
NCOA6	NM_001242539	chr20	33302577	33413433	1000	1000	55428	55427
NCOA6	NM_014071	chr20	33302577	33413433	1000	1000	55428	55427
HMGB3P1	NR_002165	chr20	33421377	33422265	1000	1000	444	443
GGT7	NM_178026	chr20	33432522	33460661	1000	1000	14069	14069
ACSS2	NM_001242393	chr20	33462765	33515769	1000	1000	26502	26501
ACSS2	NM_001076552	chr20	33464327	33515769	1000	1000	25721	25720
ACSS2	NM_018677	chr20	33464327	33515769	1000	1000	25721	25720
GSS	NM_000178	chr20	33516235	33543601	1000	1000	13683	13682
MYH7B	NM_020884	chr20	33543637	33590240	1000	1000	34513	11890
MIR499A	NR_030223	chr20	33578178	33578300	20	20	61	60
MIR499B	NR_039912	chr20	33578202	33578275	20	20	36	36
TRPC4AP	NM_015638	chr20	33590206	33680618	1000	1000	45206	45205
TRPC4AP	NM_199368	chr20	33590206	33680618	1000	1000	45206	45205
EDEM2	NR_026728	chr20	33703159	33735161	1000	1000	16001	16000
EDEM2	NM_018217	chr20	33703159	33735161	1000	1000	16001	16000
EDEM2	NM_001145025	chr20	33703159	33735161	1000	1000	16001	16000
PROCR	NM_006404	chr20	33759739	33765165	1000	1000	2713	2712
MMP24	NM_006690	chr20	33814538	33864804	1000	1000	25133	25132
MMP24-AS1	NR_102706	chr20	33864135	33865960	1000	1000	912	912
MMP24-AS1	NR_102705	chr20	33864135	33865960	1000	1000	912	912
EIF6	NM_002212	chr20	33866708	33872619	1000	1000	2955	2955
EIF6	NM_001267810	chr20	33866708	33872520	1000	1000	2906	2905
EIF6	NM_181468	chr20	33866708	33872520	1000	1000	2906	2905
EIF6	NM_181466	chr20	33866708	33872619	1000	1000	2955	2955
EIF6	NR_052022	chr20	33866708	33872619	1000	1000	2955	2955
EIF6	NR_052023	chr20	33866708	33872619	1000	1000	2955	2955
EIF6	NR_052024	chr20	33866708	33872520	1000	1000	2906	2905
FAM83C-AS1	NR_109815	chr20	33873053	33873575	1000	1000	261	260
FAM83C	NM_178468	chr20	33873533	33880225	1000	1000	3346	3345
UQCC1	NM_001184977	chr20	33890368	33999945	1000	1000	54788	54788
UQCC1	NM_199487	chr20	33890368	33999945	1000	1000	54788	54788
UQCC1	NM_018244	chr20	33890368	33999945	1000	1000	54788	54788
GDF5	NM_000557	chr20	34021144	34025970	1000	1000	2413	2412
